@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE solver {"11256944","99720138","11256942","11256943","11256941","42851841","81986705","82456576","53362206","45869639","45869638","45869637","12321508","30870723","53302993","44526267","90783920","30870722","30870721","30870720","36564233","36564232","36564235","36564234","13323659","95762355","95762354","95762353","95762352","45869640"}
@ATTRIBUTE class {good,bad}
@DATA

?,?,6,3,1,3,1,2,125664.0,?,?,47849.62,2.5,30,0.006088063,?,5,188496.0,208.2416,?,30,?,26960.33,-0.9346613,?,?,16,?,0.01570889,2.516551,377444.6,?,14,5,1.0,377444.6,1,2,2.516551,14,?,2,51546.35,88857.93,1,20644650.0,173514.2,?,27.91667,84,62832.27,0.4773392,62832.28,235096.0,188496.0,?,125664.0,14,2,"12321508",bad
?,?,6,3,1,3,1,2,125664.0,?,?,47849.62,2.5,30,0.006088063,?,5,188496.0,208.2416,?,30,?,26960.33,-0.9346613,?,?,16,?,0.01570889,2.516551,377444.6,?,14,5,1.0,377444.6,1,2,2.516551,14,?,2,51546.35,88857.93,1,20644650.0,173514.2,?,27.91667,84,62832.27,0.4773392,62832.28,235096.0,188496.0,?,125664.0,14,2,"95762354",bad
?,?,6,3,1,3,1,2,0.00010472,?,?,8.707976e-05,2.5,30,1.308933e-11,?,5,0.0001370244,8.707977e-05,?,30,?,4.745319e-05,-1.21276e-07,?,?,16,?,9.363091e-10,11.48514,0.0006643446,?,14,5,1.0,0.0006643446,1,2,11.48514,14,?,2,5.493388e-05,4.674514e-05,1,8918971.0,0.0001314093,?,27.91667,84,5.836292e-05,2.350324e-10,5.836294e-05,0.0002756059,0.0001370244,?,0.0001167257,14,2,"82456576",bad
?,?,6,3,1,3,1,2,0.00010472,?,?,8.707976e-05,2.5,30,1.308933e-11,?,5,0.0001370244,8.707977e-05,?,30,?,4.745319e-05,-1.21276e-07,?,?,16,?,9.363091e-10,11.48514,0.0006643446,?,14,5,1.0,0.0006643446,1,2,11.48514,14,?,2,5.493388e-05,4.674514e-05,1,8918971.0,0.0001314093,?,27.91667,84,5.836292e-05,2.350324e-10,5.836294e-05,0.0002756059,0.0001370244,?,0.0001167257,14,2,"12321508",bad
?,?,6,3,1,3,1,2,0.00010472,?,?,8.707976e-05,2.5,30,1.308933e-11,?,5,0.0001370244,8.707977e-05,?,30,?,4.745319e-05,-1.21276e-07,?,?,16,?,9.363091e-10,11.48514,0.0006643446,?,14,5,1.0,0.0006643446,1,2,11.48514,14,?,2,5.493388e-05,4.674514e-05,1,8918971.0,0.0001314093,?,27.91667,84,5.836292e-05,2.350324e-10,5.836294e-05,0.0002756059,0.0001370244,?,0.0001167257,14,2,"95762354",bad
?,?,2149,2520,1,438,?,4,0.08225963,?,?,3317.541,3019.319,19422,-1e-08,?,4204,518813.7,3317.543,?,19422,?,160.5458,-881.0,?,?,15115,?,0.09573717,8.0,691470.8,?,4307,4204,0.9795918,691470.8,1,?,9.809822,4307,?,2,7963.431,365.5993,1,335474900.0,518812.7,?,36889830.0,98,259406.4,?,259406.4,522728.3,518812.7,?,518812.7,4307,4,"82456576",bad
?,?,2149,2520,1,438,?,4,0.08225963,?,?,3317.541,3019.319,19422,-1e-08,?,4204,518813.7,3317.543,?,19422,?,160.5458,-881.0,?,?,15115,?,0.09573717,8.0,691470.8,?,4307,4204,0.9795918,691470.8,1,?,9.809822,4307,?,2,7963.431,365.5993,1,335474900.0,518812.7,?,36889830.0,98,259406.4,?,259406.4,522728.3,518812.7,?,518812.7,4307,4,"12321508",bad
?,?,2149,2520,1,438,?,4,0.08225963,?,?,3317.541,3019.319,19422,-1e-08,?,4204,518813.7,3317.543,?,19422,?,160.5458,-881.0,?,?,15115,?,0.09573717,8.0,691470.8,?,4307,4204,0.9795918,691470.8,1,?,9.809822,4307,?,2,7963.431,365.5993,1,335474900.0,518812.7,?,36889830.0,98,259406.4,?,259406.4,522728.3,518812.7,?,518812.7,4307,4,"95762354",good
?,14,112,?,7,3,?,3,-1.0,?,21,3.872625,45.75,315,?,?,104,14.0,3.872625,14,315,?,?,-2.0,?,?,189,?,?,?,?,?,?,104,0.5,?,3,10,?,105,?,3,?,14.0,?,8.596028e+15,3.872983,?,9226.25,66,1.0,1.85121e-08,4.031128e-09,14.49138,2.0,?,1.0,105,3,"82456576",good
?,6434,12532,?,1716,9,?,9,1.0,?,25740,3.872983,3210.688,57915,1.0,?,6434,8.0,3.872983,6434,57915,?,?,-8.0,?,?,25740,?,1.0,?,?,?,?,6434,0.4868421,?,9,10,?,6435,?,7,?,219.1985,?,4.157801e+14,3.872983,?,24055350.0,76,1.0,2.403458e-15,-9.992007e-16,226.892,8.0,?,1.0,6435,9,"82456576",good
?,?,11,1,1,11,1,9,5279.0,?,?,?,93.0,6677,2.0,?,512,5279.0,?,?,6677,?,2438.984,2.0,?,?,5977,?,5279.0,3.722058,1707289.0,?,700,512,1.0,1707289.0,1,2,3.722552,700,?,7,1559.828,77.31106,1,2638.81,?,?,57722.0,11,2637.811,?,2639.811,76597.66,5289.0,?,5279.0,700,9,"82456576",bad
?,?,11,1,1,11,1,9,5279.0,?,?,?,93.0,6677,2.0,?,512,5279.0,?,?,6677,?,2438.984,2.0,?,?,5977,?,5279.0,3.722058,1707289.0,?,700,512,1.0,1707289.0,1,2,3.722552,700,?,7,1559.828,77.31106,1,2638.81,?,?,57722.0,11,2637.811,?,2639.811,76597.66,5289.0,?,5279.0,700,9,"12321508",good
?,?,11,1,1,11,1,9,5279.0,?,?,?,93.0,6677,2.0,?,512,5279.0,?,?,6677,?,2438.984,2.0,?,?,5977,?,5279.0,3.722058,1707289.0,?,700,512,1.0,1707289.0,1,2,3.722552,700,?,7,1559.828,77.31106,1,2638.81,?,?,57722.0,11,2637.811,?,2639.811,76597.66,5289.0,?,5279.0,700,9,"95762354",bad
?,?,1903,97,1,33,?,10,?,?,?,6.745764,953.4346,21990,?,?,1991,33.0,7.474614,?,21990,?,?,-32.0,?,?,19990,?,?,?,?,?,?,1991,0.4916201,?,1,10,?,2000,?,8,?,139.925,1,1.160014,7.728411,?,3942280.0,179,0.9685914,0.9761033,0.01405506,141.386,32.0,?,?,2000,10,"82456576",good
?,359,626,?,17,34,?,10,1.296895,?,1676,12.08877,164.2987,3638,0.001773373,?,334,25.90324,4.070878,359,3638,?,0.01203697,-33.47867,?,?,1599,?,1.0,5.0,4.36942,?,261,334,0.4666667,4.36942,2,1,5.431689,363,?,7,0.1402312,40.85026,?,1.362791,14.601,?,58756.05,15,2.085915,1.98831,0.2588293,48.33977,33.47867,?,2.344749,363,10,"82456576",good
?,?,5,1,1,5,?,3,?,?,?,1.198129,405.0,6000,?,?,1975,4.0,2.147325,?,6000,?,?,-4.0,?,?,4000,?,?,?,?,?,?,1975,0.5733333,?,1,10,?,2000,?,4,?,55.6956,1,1.151112,2.376281,?,1272440.0,75,1.162933,1.132249,0.03221443,63.24555,4.0,?,?,2000,3,"82456576",good
?,?,5,1,1,5,?,3,?,?,?,1.18275,404.0,6000,?,?,1980,4.0,2.147925,?,6000,?,?,-4.0,?,?,4000,?,?,?,?,?,?,1980,0.4766355,?,1,10,?,2000,?,4,?,54.77226,1,1.173456,2.376281,?,1273880.0,107,1.149157,1.136507,-0.008184341,63.24555,4.0,?,?,2000,3,"82456576",good
?,7272,869,1,3,112,?,44,5.858586,?,170881,23050.2,3693.732,325863,5.858586,?,7268,30119.95,20852.31,7272,325863,?,9.736556,-30100.3,?,?,147662,?,5.858586,22.07428,71271.59,?,7320,7268,0.5555556,31920.62,1,?,20.89415,7320,?,33,11.67793,124882.8,?,1.825854,23370.86,?,40054650.0,9,189.8437,320.6054,-14.22227,125122.7,30116.91,?,175.6208,7320,44,"82456576",bad
?,7272,869,1,3,112,?,44,5.858586,?,170881,23050.2,3693.732,325863,5.858586,?,7268,30119.95,20852.31,7272,325863,?,9.736556,-30100.3,?,?,147662,?,5.858586,22.07428,71271.59,?,7320,7268,0.5555556,31920.62,1,?,20.89415,7320,?,33,11.67793,124882.8,?,1.825854,23370.86,?,40054650.0,9,189.8437,320.6054,-14.22227,125122.7,30116.91,?,175.6208,7320,44,"95762354",bad
?,?,5,1,1,5,?,3,?,?,?,1.540266,408.0,6000,?,?,1960,4.0,2.182574,?,6000,?,?,-4.0,?,?,4000,?,?,?,?,?,?,1960,0.4526316,?,1,10,?,2000,?,4,?,55.54278,1,1.964896,2.376281,?,1268336.0,95,1.226984,1.249006,-0.003413889,63.24555,4.0,?,?,2000,3,"82456576",good
?,4535,7953,?,2358,13,?,4,-1.084202e-18,?,9622,2882493.0,2408.001,24809,-1.084202e-18,?,5307,2291018.0,1006480.0,4535,24809,?,0.03497886,-4516474.0,?,?,9879,?,453.3387,29.40123,185.6678,?,2386,5307,0.45,185.6678,2,1,26.86676,5308,?,6,2.534491,8688341.0,?,180.7146,2982493.0,?,14946320.0,240,556.4706,100000.0,3.456706,8689494.0,4516474.0,?,489.0515,5308,4,"82456576",good
?,4535,7952,?,2358,13,?,4,-1.734723e-18,?,9609,2882493.0,2407.697,24785,-1.734723e-18,?,5307,2291018.0,1006480.0,4535,24785,?,0.03497886,-4516474.0,?,?,9868,?,453.3387,29.40353,185.6678,?,2386,5307,0.475,185.6678,2,1,31.23805,5308,?,6,2.534491,8688327.0,?,186.3414,2982493.0,?,14939990.0,240,571.8194,100000.0,28.2025,8689481.0,4516474.0,?,489.0515,5308,4,"82456576",good
?,4535,7950,?,2358,13,?,4,-3.455894e-19,?,9621,2944204.0,2407.844,24800,-3.455894e-19,?,5307,2338560.0,942092.3,4535,24800,?,0.03451104,-4612004.0,?,?,9871,?,454.6294,30.17246,183.1846,?,2386,5307,0.5,183.1846,2,1,30.12502,5308,?,6,2.500411,8702484.0,?,287.0132,3044204.0,?,14945390.0,240,665.0339,100000.0,-41.3139,8703636.0,4612004.0,?,490.1288,5308,4,"82456576",good
?,5307,8307,?,2780,15,?,5,-44.98396,?,9763,70705.7,2427.24,28846,1.784561e-07,?,4535,54353.15,23242.38,5307,28846,?,2.590833e-05,-107192.9,?,?,13775,?,44.98048,27.7462,0.1375214,?,2797,4535,0.5,0.09103712,2,?,27.32525,5308,?,6,0.001600465,271246.9,?,1.407512,70753.84,?,12701060.0,240,44.96983,43.12499,0.01115676,271247.2,107192.9,?,44.98048,5308,5,"82456576",good
?,4535,7952,?,2358,13,?,4,-4.336809e-19,?,9616,2915979.0,2408.201,24801,-4.336809e-19,?,5307,2316819.0,1009072.0,4535,24801,?,0.0347196,-4568355.0,?,?,9877,?,454.5352,30.66471,184.2917,?,2386,5307,0.525,184.2917,2,1,28.1316,5308,?,6,2.515604,8688684.0,?,183.76,3015979.0,?,14947960.0,240,577.5662,100000.0,-33.37818,8689837.0,4568355.0,?,490.0941,5308,4,"82456576",good
?,5307,8311,?,2780,15,?,5,-55.38425,?,9766,85905.82,2427.511,28861,-7.344035e-07,?,4535,66035.28,28502.94,5307,28861,?,3.22112e-05,-130209.8,?,?,13787,?,55.3808,30.66095,0.1709771,?,2797,4535,0.4958333,0.1139719,2,?,28.79542,5308,?,6,0.001994051,328330.6,?,1.293485,85963.14,?,12700960.0,240,55.42743,50.89511,0.0004866904,328331.0,130209.8,?,55.3808,5308,5,"82456576",good
?,5307,8312,?,2780,15,?,5,-49.2027,?,9754,75636.31,2427.288,28849,1.869924e-07,?,4535,58138.05,25522.13,5307,28849,?,2.870086e-05,-114612.4,?,?,13787,?,49.19937,29.40351,0.1523442,?,2797,4535,0.5,0.1015911,2,?,27.58136,5308,?,6,0.001776955,294409.5,?,1.183745,75685.27,?,12699530.0,240,48.89401,44.24505,0.06411921,294409.9,114612.4,?,49.19937,5308,5,"82456576",good
?,4535,7953,?,2358,13,?,4,-4.336809e-19,?,9622,2915979.0,2408.001,24809,-4.336809e-19,?,5307,2316819.0,1009072.0,4535,24809,?,0.0347196,-4568355.0,?,?,9879,?,454.5352,30.06439,184.2917,?,2386,5307,0.525,184.2917,2,1,27.71961,5308,?,6,2.515604,8688737.0,?,183.7612,3015979.0,?,14946320.0,240,577.562,100000.0,-33.37762,8689890.0,4568355.0,?,490.0941,5308,4,"82456576",good
?,10550,14689,?,456,635,?,263,-0.0009381601,?,30349,166799.7,12537.49,6764231,-0.0009381601,?,21521,200542.3,28080.3,10550,6764231,?,2.354626,-200542.3,?,?,6708256,?,19927.6,10.28527,60339.64,?,25626,21521,0.3285714,-12681.78,3,?,10.28527,25626,?,8,40.45919,477642.2,?,7.260631,200131.8,?,663320500.0,70,18088.99,33332.05,1838.604,532666.5,200542.3,?,19927.6,25626,263,"82456576",good
?,518,373,?,2,13,?,4,-8454724.0,?,1347,6.686343e+12,283.9464,3738,-8454724.0,?,518,6.8576e+12,1.287144e+12,518,3738,?,40832.0,-6.6841e+12,?,?,1509,?,-58.38029,10.24871,36013820.0,?,880,518,0.4083333,-36013820.0,2,-1,11.03965,882,?,5,450698.0,2.263475e+13,?,44.71454,6.686351e+12,?,184667.2,240,4487882.0,4775159.0,-3966842.0,2.263475e+13,6.6841e+12,?,95.92599,882,4,"82456576",good
?,348,609,?,114,9,1,6,0.6344832,?,1025,0.8333809,162.8144,2417,0.006693178,?,348,1.095244,0.8400741,348,2417,?,0.5182196,-1.665335e-16,?,?,1025,?,0.006693178,1.828588,190.1866,?,367,348,1.0,190.1866,3,2,1.828588,367,?,6,0.04195004,0.2508134,?,132.6081,0.8880478,?,61685.74,17,0.4404383,?,0.4471315,10.77489,1.0,?,0.8875698,367,6,"82456576",bad
?,348,609,?,114,9,1,6,0.6344832,?,1025,0.8333809,162.8144,2417,0.006693178,?,348,1.095244,0.8400741,348,2417,?,0.5182196,-1.665335e-16,?,?,1025,?,0.006693178,1.828588,190.1866,?,367,348,1.0,190.1866,3,2,1.828588,367,?,6,0.04195004,0.2508134,?,132.6081,0.8880478,?,61685.74,17,0.4404383,?,0.4471315,10.77489,1.0,?,0.8875698,367,6,"12321508",bad
?,348,609,?,114,9,1,6,0.6344832,?,1025,0.8333809,162.8144,2417,0.006693178,?,348,1.095244,0.8400741,348,2417,?,0.5182196,-1.665335e-16,?,?,1025,?,0.006693178,1.828588,190.1866,?,367,348,1.0,190.1866,3,2,1.828588,367,?,6,0.04195004,0.2508134,?,132.6081,0.8880478,?,61685.74,17,0.4404383,?,0.4471315,10.77489,1.0,?,0.8875698,367,6,"95762354",bad
?,358,707,?,5,82,1,37,133.9287,?,7017,101.9129,176.6775,13585,1.0,?,361,1306.0,47.03442,358,13585,?,4.129121,-253.0,?,?,6204,?,133.9287,1.740363,1503.0,?,364,361,1.0,1503.0,2,2,1.740363,364,?,38,5.244812,253.0524,?,18376.04,235.8416,?,73248.2,50,66.96073,1.169474,66.96802,350.5467,363.0,?,133.9287,364,37,"82456576",bad
?,358,707,?,5,82,1,37,133.9287,?,7017,101.9129,176.6775,13585,1.0,?,361,1306.0,47.03442,358,13585,?,4.129121,-253.0,?,?,6204,?,133.9287,1.740363,1503.0,?,364,361,1.0,1503.0,2,2,1.740363,364,?,38,5.244812,253.0524,?,18376.04,235.8416,?,73248.2,50,66.96073,1.169474,66.96802,350.5467,363.0,?,133.9287,364,37,"12321508",bad
?,358,707,?,5,82,1,37,133.9287,?,7017,101.9129,176.6775,13585,1.0,?,361,1306.0,47.03442,358,13585,?,4.129121,-253.0,?,?,6204,?,133.9287,1.740363,1503.0,?,364,361,1.0,1503.0,2,2,1.740363,364,?,38,5.244812,253.0524,?,18376.04,235.8416,?,73248.2,50,66.96073,1.169474,66.96802,350.5467,363.0,?,133.9287,364,37,"95762354",good
?,540,549,1,540,11,1,7,2.254491,?,2088,64.69292,267.8434,4285,1.0,?,378,277.0771,0.01498427,540,4285,?,1.059171,-30.89399,?,?,1656,?,2.254491,18.78866,573.0115,?,541,378,1.0,573.0115,1,2,18.96774,541,?,7,0.159031,66.97433,?,2.256459,66.94741,?,27303.19,99,0.6276816,0.003425052,1.626809,71.4583,32.89603,?,2.254491,541,7,"82456576",bad
?,540,549,1,540,11,1,7,2.254491,?,2088,64.69292,267.8434,4285,1.0,?,378,277.0771,0.01498427,540,4285,?,1.059171,-30.89399,?,?,1656,?,2.254491,18.78866,573.0115,?,541,378,1.0,573.0115,1,2,18.96774,541,?,7,0.159031,66.97433,?,2.256459,66.94741,?,27303.19,99,0.6276816,0.003425052,1.626809,71.4583,32.89603,?,2.254491,541,7,"12321508",good
?,540,549,1,540,11,1,7,2.254491,?,2088,64.69292,267.8434,4285,1.0,?,378,277.0771,0.01498427,540,4285,?,1.059171,-30.89399,?,?,1656,?,2.254491,18.78866,573.0115,?,541,378,1.0,573.0115,1,2,18.96774,541,?,7,0.159031,66.97433,?,2.256459,66.94741,?,27303.19,99,0.6276816,0.003425052,1.626809,71.4583,32.89603,?,2.254491,541,7,"95762354",bad
?,540,549,1,540,11,1,7,193155.4,?,2088,12477980.0,267.8434,4285,1.0,?,378,47213430.0,155515.5,540,4285,?,11049.94,-6083986.0,?,?,1656,?,193155.4,11.3559,5978018.0,?,541,378,1.0,5978018.0,1,2,12.61529,541,?,7,29000.57,12678530.0,?,207909.1,12671140.0,?,27303.19,64,96577.24,?,96578.17,12699270.0,6084636.0,?,193155.4,541,7,"82456576",bad
?,540,549,1,540,11,1,7,193155.4,?,2088,12477980.0,267.8434,4285,1.0,?,378,47213430.0,155515.5,540,4285,?,11049.94,-6083986.0,?,?,1656,?,193155.4,11.3559,5978018.0,?,541,378,1.0,5978018.0,1,2,12.61529,541,?,7,29000.57,12678530.0,?,207909.1,12671140.0,?,27303.19,64,96577.24,?,96578.17,12699270.0,6084636.0,?,193155.4,541,7,"12321508",bad
?,540,549,1,540,11,1,7,193155.4,?,2088,12477980.0,267.8434,4285,1.0,?,378,47213430.0,155515.5,540,4285,?,11049.94,-6083986.0,?,?,1656,?,193155.4,11.3559,5978018.0,?,541,378,1.0,5978018.0,1,2,12.61529,541,?,7,29000.57,12678530.0,?,207909.1,12671140.0,?,27303.19,64,96577.24,?,96578.17,12699270.0,6084636.0,?,193155.4,541,7,"95762354",good
?,540,549,1,540,11,1,7,31829.3,?,2088,1666346.0,267.8434,4285,1.0,?,378,7004487.0,24390.93,540,4285,?,1502.254,-809196.9,?,?,1656,?,31829.3,17.66496,812719.5,?,541,378,0.9733333,812719.5,1,2,18.49657,541,?,7,4034.852,1699238.0,?,31965.92,1698175.0,?,27303.19,75,15917.98,82.39383,15911.32,1702211.0,809250.6,?,31829.3,541,7,"82456576",bad
?,540,549,1,540,11,1,7,31829.3,?,2088,1666346.0,267.8434,4285,1.0,?,378,7004487.0,24390.93,540,4285,?,1502.254,-809196.9,?,?,1656,?,31829.3,17.66496,812719.5,?,541,378,0.9733333,812719.5,1,2,18.49657,541,?,7,4034.852,1699238.0,?,31965.92,1698175.0,?,27303.19,75,15917.98,82.39383,15911.32,1702211.0,809250.6,?,31829.3,541,7,"12321508",bad
?,540,549,1,540,11,1,7,31829.3,?,2088,1666346.0,267.8434,4285,1.0,?,378,7004487.0,24390.93,540,4285,?,1502.254,-809196.9,?,?,1656,?,31829.3,17.66496,812719.5,?,541,378,0.9733333,812719.5,1,2,18.49657,541,?,7,4034.852,1699238.0,?,31965.92,1698175.0,?,27303.19,75,15917.98,82.39383,15911.32,1702211.0,809250.6,?,31829.3,541,7,"95762354",good
?,540,549,1,540,11,1,7,45274.12,?,2088,1515409.0,267.8434,4285,1.0,?,378,5738264.0,41587.66,540,4285,?,2985.759,-812378.0,?,?,1656,?,45274.12,14.29907,1615295.0,?,541,378,1.0,1615295.0,1,2,13.95513,541,?,7,7819.088,1565210.0,?,46990.41,1560683.0,?,27303.19,58,22636.58,0.01990411,22637.54,1577331.0,812740.0,?,45274.12,541,7,"82456576",bad
?,540,549,1,540,11,1,7,45274.12,?,2088,1515409.0,267.8434,4285,1.0,?,378,5738264.0,41587.66,540,4285,?,2985.759,-812378.0,?,?,1656,?,45274.12,14.29907,1615295.0,?,541,378,1.0,1615295.0,1,2,13.95513,541,?,7,7819.088,1565210.0,?,46990.41,1560683.0,?,27303.19,58,22636.58,0.01990411,22637.54,1577331.0,812740.0,?,45274.12,541,7,"12321508",bad
?,540,549,1,540,11,1,7,45274.12,?,2088,1515409.0,267.8434,4285,1.0,?,378,5738264.0,41587.66,540,4285,?,2985.759,-812378.0,?,?,1656,?,45274.12,14.29907,1615295.0,?,541,378,1.0,1615295.0,1,2,13.95513,541,?,7,7819.088,1565210.0,?,46990.41,1560683.0,?,27303.19,58,22636.58,0.01990411,22637.54,1577331.0,812740.0,?,45274.12,541,7,"95762354",good
?,187,188,?,1,81,?,31,-3.050578e+16,?,14328,3.359876e+16,72.69681,24382,-432348.0,?,82,2.161943e+17,3.840825e+16,187,24382,?,1.013108e+15,-2.47699e+17,?,?,9289,?,244344.0,14.99184,7.750272e+17,?,765,82,?,-7.750271e+17,17,?,12.41188,765,?,24,6.734482e+15,4.84074e+16,?,27.63244,1.347622e+17,?,5626.186,99,6.404423e+16,?,-6.885372e+16,2.00894e+17,2.47699e+17,?,3.305272e+11,765,31,"82456576",bad
?,187,188,?,1,81,?,31,-3.050578e+16,?,14328,3.359876e+16,72.69681,24382,-432348.0,?,82,2.161943e+17,3.840825e+16,187,24382,?,1.013108e+15,-2.47699e+17,?,?,9289,?,244344.0,14.99184,7.750272e+17,?,765,82,?,-7.750271e+17,17,?,12.41188,765,?,24,6.734482e+15,4.84074e+16,?,27.63244,1.347622e+17,?,5626.186,99,6.404423e+16,?,-6.885372e+16,2.00894e+17,2.47699e+17,?,3.305272e+11,765,31,"12321508",bad
?,187,188,?,1,81,?,31,-3.050578e+16,?,14328,3.359876e+16,72.69681,24382,-432348.0,?,82,2.161943e+17,3.840825e+16,187,24382,?,1.013108e+15,-2.47699e+17,?,?,9289,?,244344.0,14.99184,7.750272e+17,?,765,82,?,-7.750271e+17,17,?,12.41188,765,?,24,6.734482e+15,4.84074e+16,?,27.63244,1.347622e+17,?,5626.186,99,6.404423e+16,?,-6.885372e+16,2.00894e+17,2.47699e+17,?,3.305272e+11,765,31,"95762354",good
?,1416,1129,40,2254,44,?,13,0.03184318,?,16350,4.226107,382.5217,40110,0.03184318,?,1120,19.01436,5.7662,1416,40110,?,0.01354373,-21.0,?,?,20806,?,0.03184318,20.6992,40.00819,?,2254,1120,0.5,-39.99309,1,?,20.6992,2954,?,10,0.1155748,69.23538,1,1.100813,5.970662,?,393706.5,24,1.668364,1.744281,0.001115375,88.61701,21.0,?,1.664983,2954,13,"82456576",good
?,1416,1126,20,23,44,?,13,0.03184321,?,8164,4.230379,380.9263,20044,0.03184321,?,1120,19.01436,5.546024,1416,20044,?,0.01354373,-21.0,?,?,10403,?,0.03184321,20.6992,20.00409,?,777,1120,0.6666667,-19.99655,1,?,20.6992,1477,?,10,0.1155748,48.83649,1,1.168659,5.97066,?,392567.9,9,1.664305,1.740001,-0.00329894,62.57785,21.0,?,1.664983,1477,13,"82456576",good
?,6173,5456,30,759,64,?,22,-4.89073,?,26941,13.42385,1766.2,163716,-1.0,?,3658,34.00327,13.76167,6173,163716,?,0.006254937,-31.0,?,?,129438,?,2.415454,115.0295,45.89247,?,7337,3658,0.6153846,-36.28272,1,?,115.0295,7337,?,27,0.07473012,138.7932,1,2.234751,18.31458,?,7038257.0,13,3.653097,2.58237,-1.237634,158.3197,31.0,?,2.415454,7337,22,"82456576",good
?,3993,3410,30,858,64,?,21,3.223246,?,30035,10.19089,1089.52,86693,-1.0,?,3594,32.81664,11.35177,3993,86693,?,0.008974935,-31.0,?,?,52557,?,3.223246,54.32055,36.80621,?,2990,3594,0.3333333,-27.4397,1,?,54.32055,4101,?,18,0.08998575,91.74712,1,1.603471,13.41414,?,3152817.0,9,2.599097,2.402853,0.6241486,111.3567,31.0,?,3.223246,4101,21,"82456576",good
?,12916,17813,?,27,12,1,6,19.00569,?,39128,38847.88,5238.26,91465,19.00569,?,12916,39168.0,23.21827,12916,91465,?,11.77485,-39126.0,?,?,39128,?,19.00569,4.291458,155534.0,?,13209,12916,0.8333333,155534.0,3,2,4.291458,13209,?,7,2.046888,36222.62,?,270803.4,39128.01,?,65569530.0,12,12.50273,279.4837,12.27108,39156.06,39154.0,?,24.77382,13209,6,"82456576",bad
?,12916,17813,?,27,12,1,6,19.00569,?,39128,38847.88,5238.26,91465,19.00569,?,12916,39168.0,23.21827,12916,91465,?,11.77485,-39126.0,?,?,39128,?,19.00569,4.291458,155534.0,?,13209,12916,0.8333333,155534.0,3,2,4.291458,13209,?,7,2.046888,36222.62,?,270803.4,39128.01,?,65569530.0,12,12.50273,279.4837,12.27108,39156.06,39154.0,?,24.77382,13209,6,"12321508",bad
?,12916,17813,?,27,12,1,6,19.00569,?,39128,38847.88,5238.26,91465,19.00569,?,12916,39168.0,23.21827,12916,91465,?,11.77485,-39126.0,?,?,39128,?,19.00569,4.291458,155534.0,?,13209,12916,0.8333333,155534.0,3,2,4.291458,13209,?,7,2.046888,36222.62,?,270803.4,39128.01,?,65569530.0,12,12.50273,279.4837,12.27108,39156.06,39154.0,?,24.77382,13209,6,"95762354",good
?,?,234,59,1,27,1,8,694857400.0,?,?,47701850000.0,116.5,16129,40507810.0,?,233,2.258513e+11,73485970000.0,?,16129,?,1717656000.0,-55050280000.0,?,?,14207,?,598172000.0,33.43027,3.301334e+12,?,1922,233,1.0,3.301334e+12,1,2,31.58279,1922,?,10,6934524000.0,1.706745e+11,1,4.956152,1.317233e+11,?,58851.92,48,51012350000.0,1475088000.0,76777630000.0,3.566858e+11,1.678319e+11,?,1.2779e+11,1922,8,"82456576",bad
?,?,234,59,1,27,1,8,694857400.0,?,?,47701850000.0,116.5,16129,40507810.0,?,233,2.258513e+11,73485970000.0,?,16129,?,1717656000.0,-55050280000.0,?,?,14207,?,598172000.0,33.43027,3.301334e+12,?,1922,233,1.0,3.301334e+12,1,2,31.58279,1922,?,10,6934524000.0,1.706745e+11,1,4.956152,1.317233e+11,?,58851.92,48,51012350000.0,1475088000.0,76777630000.0,3.566858e+11,1.678319e+11,?,1.2779e+11,1922,8,"12321508",bad
?,?,234,59,1,27,1,8,694857400.0,?,?,47701850000.0,116.5,16129,40507810.0,?,233,2.258513e+11,73485970000.0,?,16129,?,1717656000.0,-55050280000.0,?,?,14207,?,598172000.0,33.43027,3.301334e+12,?,1922,233,1.0,3.301334e+12,1,2,31.58279,1922,?,10,6934524000.0,1.706745e+11,1,4.956152,1.317233e+11,?,58851.92,48,51012350000.0,1475088000.0,76777630000.0,3.566858e+11,1.678319e+11,?,1.2779e+11,1922,8,"95762354",bad
?,?,33,9,1,7,1,3,68593.96,?,?,4416015.0,47.48485,417,5530.246,?,111,5656069.0,4421516.0,?,417,?,953875.2,-663661.2,?,?,279,?,5530.246,21.87443,131634800.0,?,138,111,1.0,131634800.0,1,2,21.09191,138,?,4,1314365.0,5517020.0,1,835.0568,5156470.0,?,10066.04,58,2293710.0,278670.8,2299210.0,19859590.0,6766322.0,?,4592606.0,138,3,"82456576",bad
?,?,33,9,1,7,1,3,68593.96,?,?,4416015.0,47.48485,417,5530.246,?,111,5656069.0,4421516.0,?,417,?,953875.2,-663661.2,?,?,279,?,5530.246,21.87443,131634800.0,?,138,111,1.0,131634800.0,1,2,21.09191,138,?,4,1314365.0,5517020.0,1,835.0568,5156470.0,?,10066.04,58,2293710.0,278670.8,2299210.0,19859590.0,6766322.0,?,4592606.0,138,3,"12321508",bad
