@ATTRIBUTE ellipse-ax NUMERIC
@ATTRIBUTE ellipse-ay NUMERIC
@ATTRIBUTE ellipse-cx NUMERIC
@ATTRIBUTE normF NUMERIC
@ATTRIBUTE normInf NUMERIC
@ATTRIBUTE lambda-max-by-real-part-im NUMERIC
@ATTRIBUTE lambda-max-by-real-part-re NUMERIC
@ATTRIBUTE nnzdia NUMERIC
@ATTRIBUTE avgdistfromdiag NUMERIC
@ATTRIBUTE solver {"11256944","99720138","11256942","11256943","11256941","42851841","81986705","82456576","53362206","45869639","45869638","45869637","12321508","30870723","53302993","44526267","90783920","30870722","30870721","30870720","36564233","36564232","36564235","36564234","13323659","95762355","95762354","95762353","95762352","45869640"}
@ATTRIBUTE class {good,bad}
@DATA

?,36,29,?,1,5,?,4,0.9595043,?,180,0.8289308,14.06897,876,0.9595043,?,14,1.00003,0.9508961,36,876,?,0.1693683,-1.000027,?,?,480,?,0.9595043,2.012825,36.58355,?,216,14,0.637931,36.58355,2,1,2.012825,216,?,4,0.3612919,13.00351,?,8.199458,1.390002,?,322.6492,116,0.5704555,0.1564941,0.4295944,14.2868,1.970929,?,1.000027,216,4,"82456576",good
?,36,29,?,1,5,?,4,0.8592175,?,180,0.1927902,14.06897,876,0.2853771,?,14,1.0,0.914226,36,876,?,0.2361111,-1.0,?,?,480,?,1.0,0.60206,51.0,?,216,14,0.6363636,51.0,2,1,0.60206,216,?,4,0.1889093,2.684818,?,1.386128,1.011166,?,322.6492,11,0.9091658,0.8351417,0.09083651,7.81025,1.25,?,1.0,216,4,"82456576",good
?,257,11,?,16,7,?,4,-2.299705,?,984,2.172004,142.7273,2480,0.05575312,?,272,3.297134,2.172221,257,2480,?,0.5386925,-3.740197,?,?,984,?,0.7675116,2.554037,275.8105,?,512,272,0.3333333,-269.2209,3,?,2.554037,512,?,5,0.3579814,3.707912,?,10563.15,2.421627,?,56211.44,27,1.533619,0.1126587,-0.7661074,18.37532,3.740197,?,0.7675116,512,4,"82456576",bad
?,257,11,?,16,7,?,4,-2.299705,?,984,2.172004,142.7273,2480,0.05575312,?,272,3.297134,2.172221,257,2480,?,0.5386925,-3.740197,?,?,984,?,0.7675116,2.554037,275.8105,?,512,272,0.3333333,-269.2209,3,?,2.554037,512,?,5,0.3579814,3.707912,?,10563.15,2.421627,?,56211.44,27,1.533619,0.1126587,-0.7661074,18.37532,3.740197,?,0.7675116,512,4,"12321508",bad
?,257,11,?,16,7,?,4,-2.299705,?,984,2.172004,142.7273,2480,0.05575312,?,272,3.297134,2.172221,257,2480,?,0.5386925,-3.740197,?,?,984,?,0.7675116,2.554037,275.8105,?,512,272,0.3333333,-269.2209,3,?,2.554037,512,?,5,0.3579814,3.707912,?,10563.15,2.421627,?,56211.44,27,1.533619,0.1126587,-0.7661074,18.37532,3.740197,?,0.7675116,512,4,"95762354",good
?,257,11,?,16,8,1,4,0.9432992,?,984,0.6841173,142.7273,2500,0.2628557,?,272,1.0,0.9469731,257,2500,?,0.6934856,0.2206807,?,?,1004,?,0.2628557,3.748847,355.0646,?,512,272,1.0,355.0646,3,2,3.748847,512,?,5,0.2173707,0.1478288,?,3.720327,0.9776981,?,56211.44,27,0.3575268,?,0.6203826,16.51173,1.0,?,0.9779095,512,4,"82456576",bad
?,257,11,?,16,8,1,4,0.9432992,?,984,0.6841173,142.7273,2500,0.2628557,?,272,1.0,0.9469731,257,2500,?,0.6934856,0.2206807,?,?,1004,?,0.2628557,3.748847,355.0646,?,512,272,1.0,355.0646,3,2,3.748847,512,?,5,0.2173707,0.1478288,?,3.720327,0.9776981,?,56211.44,27,0.3575268,?,0.6203826,16.51173,1.0,?,0.9779095,512,4,"12321508",bad
?,257,11,?,16,8,1,4,0.9432992,?,984,0.6841173,142.7273,2500,0.2628557,?,272,1.0,0.9469731,257,2500,?,0.6934856,0.2206807,?,?,1004,?,0.2628557,3.748847,355.0646,?,512,272,1.0,355.0646,3,2,3.748847,512,?,5,0.2173707,0.1478288,?,3.720327,0.9776981,?,56211.44,27,0.3575268,?,0.6203826,16.51173,1.0,?,0.9779095,512,4,"95762354",bad
?,252,263,?,4,62,?,29,4.303131,?,37753,25.67873,157.7643,77041,0.0005877083,?,252,58.65648,26.34039,252,77041,?,4.032628,-40.51685,?,?,36691,?,1.0,18.34624,10472.73,?,2594,252,0.5333333,10472.47,9,?,18.33773,2597,?,23,3.164118,153.546,?,39.12101,32.51299,?,56785.88,15,6.821476,24.84923,6.159189,415.2166,57.47689,?,12.98352,2597,29,"82456576",bad
?,252,263,?,4,62,?,29,4.303131,?,37753,25.67873,157.7643,77041,0.0005877083,?,252,58.65648,26.34039,252,77041,?,4.032628,-40.51685,?,?,36691,?,1.0,18.34624,10472.73,?,2594,252,0.5333333,10472.47,9,?,18.33773,2597,?,23,3.164118,153.546,?,39.12101,32.51299,?,56785.88,15,6.821476,24.84923,6.159189,415.2166,57.47689,?,12.98352,2597,29,"95762354",bad
?,50,7,?,2,6,?,5,-46.36118,?,3025,45.71591,15.14286,7300,-7.573165,?,50,51.264,46.02398,50,7300,?,15.999,-52.714,?,?,3025,?,-7.573165,0.8067225,19998.75,?,1250,50,0.2857143,-19998.75,4,-2,0.6757458,1250,?,5,9.633,234.0563,?,150.4852,47.36819,?,945.0204,14,23.23376,1.901207,-23.12706,743.1398,52.714,?,0.1067088,1250,5,"82456576",bad
?,50,7,?,2,6,?,5,-46.36118,?,3025,45.71591,15.14286,7300,-7.573165,?,50,51.264,46.02398,50,7300,?,15.999,-52.714,?,?,3025,?,-7.573165,0.8067225,19998.75,?,1250,50,0.2857143,-19998.75,4,-2,0.6757458,1250,?,5,9.633,234.0563,?,150.4852,47.36819,?,945.0204,14,23.23376,1.901207,-23.12706,743.1398,52.714,?,0.1067088,1250,5,"12321508",bad
?,50,7,?,2,6,?,5,-46.36118,?,3025,45.71591,15.14286,7300,-7.573165,?,50,51.264,46.02398,50,7300,?,15.999,-52.714,?,?,3025,?,-7.573165,0.8067225,19998.75,?,1250,50,0.2857143,-19998.75,4,-2,0.6757458,1250,?,5,9.633,234.0563,?,150.4852,47.36819,?,945.0204,14,23.23376,1.901207,-23.12706,743.1398,52.714,?,0.1067088,1250,5,"95762354",bad
?,20,7,?,2,6,?,5,-33.38668,?,460,31.33275,6.571429,1120,-4.775759,?,20,38.976,31.63967,20,1120,?,11.391,-40.426,?,?,460,?,-4.775759,0.7018319,2278.2,?,200,20,?,-2278.2,4,-2,0.7018319,200,?,5,8.097,93.07822,?,108.7795,34.86083,?,158.898,28,16.57058,1.612281,-16.8161,224.4551,40.426,?,-0.2455296,200,5,"82456576",bad
?,20,7,?,2,6,?,5,-33.38668,?,460,31.33275,6.571429,1120,-4.775759,?,20,38.976,31.63967,20,1120,?,11.391,-40.426,?,?,460,?,-4.775759,0.7018319,2278.2,?,200,20,?,-2278.2,4,-2,0.7018319,200,?,5,8.097,93.07822,?,108.7795,34.86083,?,158.898,28,16.57058,1.612281,-16.8161,224.4551,40.426,?,-0.2455296,200,5,"12321508",bad
?,20,7,?,2,6,?,5,-33.38668,?,460,31.33275,6.571429,1120,-4.775759,?,20,38.976,31.63967,20,1120,?,11.391,-40.426,?,?,460,?,-4.775759,0.7018319,2278.2,?,200,20,?,-2278.2,4,-2,0.7018319,200,?,5,8.097,93.07822,?,108.7795,34.86083,?,158.898,28,16.57058,1.612281,-16.8161,224.4551,40.426,?,-0.2455296,200,5,"95762354",bad
?,101,99,?,2,7,1,3,0.5819818,?,102,0.9645382,37.27273,421,0.2593974,?,39,1.000001,0.9969002,101,421,?,0.5508627,-0.8730153,?,?,204,?,0.2593974,7.22472,63.34921,?,115,39,0.5333333,63.34921,2,2,7.22472,115,?,4,0.22237,2.18981,?,30.90251,1.046669,?,2015.197,15,0.658777,0.3303248,0.3412883,7.246766,1.460316,?,0.9999999,115,3,"82456576",bad
?,101,99,?,2,7,1,3,0.5819818,?,102,0.9645382,37.27273,421,0.2593974,?,39,1.000001,0.9969002,101,421,?,0.5508627,-0.8730153,?,?,204,?,0.2593974,7.22472,63.34921,?,115,39,0.5333333,63.34921,2,2,7.22472,115,?,4,0.22237,2.18981,?,30.90251,1.046669,?,2015.197,15,0.658777,0.3303248,0.3412883,7.246766,1.460316,?,0.9999999,115,3,"12321508",bad
?,101,99,?,2,7,1,3,0.5819818,?,102,0.9645382,37.27273,421,0.2593974,?,39,1.000001,0.9969002,101,421,?,0.5508627,-0.8730153,?,?,204,?,0.2593974,7.22472,63.34921,?,115,39,0.5333333,63.34921,2,2,7.22472,115,?,4,0.22237,2.18981,?,30.90251,1.046669,?,2015.197,15,0.658777,0.3303248,0.3412883,7.246766,1.460316,?,0.9999999,115,3,"95762354",good
?,167,307,?,48,62,?,29,0.5145271,?,9244,0.4067192,80.18241,19144,-2.520808e-07,?,167,0.6447002,0.4324367,167,19144,?,0.03892871,-0.0735248,?,?,9244,?,0.5145271,21.36283,25.53723,?,656,167,0.96,25.27517,6,?,21.36283,656,?,22,0.07364138,0.1012674,?,20.00685,0.5145271,?,15167.49,50,0.2738968,?,0.2406302,2.211013,0.6447002,?,0.5145271,656,29,"82456576",bad
?,167,307,?,48,62,?,29,0.5145271,?,9244,0.4067192,80.18241,19144,-2.520808e-07,?,167,0.6447002,0.4324367,167,19144,?,0.03892871,-0.0735248,?,?,9244,?,0.5145271,21.36283,25.53723,?,656,167,0.96,25.27517,6,?,21.36283,656,?,22,0.07364138,0.1012674,?,20.00685,0.5145271,?,15167.49,50,0.2738968,?,0.2406302,2.211013,0.6447002,?,0.5145271,656,29,"95762354",bad
?,2835,4481,?,1,10,?,4,-554.4083,?,4639,741305.2,1306.277,13799,-554.4083,?,2481,741960.4,251972.3,2835,13799,?,0.0008062394,-742704.7,?,?,6324,?,187.8999,13.72844,2.286495,?,1485,2481,0.4708333,-2.286495,2,-1,10.59945,2836,?,6,0.04289825,5398684.0,?,1.506988,741960.7,?,3713372.0,240,620.9161,622.8206,5.910268,5398692.0,742704.7,?,626.7285,2836,4,"82456576",good
?,2835,4482,?,1,10,?,4,626.9968,?,4639,741291.6,1306.618,13799,626.9968,?,2481,741947.1,252785.8,2835,13799,?,0.0008065207,-742691.4,?,?,6324,?,626.9968,13.73,2.287293,?,1485,2481,0.475,-2.287293,2,-1,10.60099,2836,?,6,0.04291321,5391174.0,?,1.503516,741947.4,?,3713880.0,240,621.0801,623.1591,5.936291,5391178.0,742691.4,?,626.9968,2836,4,"82456576",good
?,2835,4482,?,1,10,?,4,627.0533,?,4639,741289.7,1306.618,13800,627.0533,?,2481,741945.3,252892.6,2835,13800,?,0.0008065602,-742689.5,?,?,6325,?,627.0533,13.73005,2.287405,?,1485,2481,0.475,-2.287405,2,-1,10.60104,2836,?,6,0.04291531,5388540.0,?,1.50273,741945.5,?,3713880.0,240,621.1311,623.2238,5.941868,5388544.0,742689.5,?,627.0533,2836,4,"82456576",good
?,2835,4492,?,4,11,?,5,-4829.34,?,4643,118.1985,1306.463,14238,4.077506e-08,?,2481,4838.612,118.2824,2835,14238,?,1.70287,-4830.905,?,?,6759,?,0.08943951,13.73004,4829.341,?,1485,2481,0.5,-4829.34,2,?,12.73824,2836,?,6,90.66885,3931.749,?,57612.42,4829.346,?,3721874.0,240,2414.719,0.09920222,-2414.622,6227.454,4830.905,?,0.09655015,2836,5,"82456576",good
?,2835,4482,?,1,10,?,4,626.1771,?,4639,740647.1,1306.618,13799,626.1771,?,2481,741299.6,262322.2,2835,13799,?,0.0007096894,-742044.3,?,?,6324,?,626.1771,13.80673,2.012679,?,1485,2481,0.475,-2.012679,2,-1,10.67681,2836,?,6,0.03776253,5390656.0,?,1.447031,741299.9,?,3713880.0,240,622.2906,624.6237,3.902444,5390660.0,742044.3,?,626.1771,2836,4,"82456576",good
?,?,127,4,1,7,1,3,91.59954,?,?,161.3973,82.71654,1162,12.02589,?,285,282.7918,163.1772,?,1162,?,27.07122,1.0,?,?,856,?,59.33561,8.19775,8283.792,?,306,285,1.0,8283.792,1,2,8.308141,306,?,5,35.69497,456.5114,1,138.4072,316.7587,?,32163.78,43,122.2852,0.8301028,124.0651,906.9394,490.4491,?,246.3503,306,3,"82456576",bad
?,?,127,4,1,7,1,3,91.59954,?,?,161.3973,82.71654,1162,12.02589,?,285,282.7918,163.1772,?,1162,?,27.07122,1.0,?,?,856,?,59.33561,8.19775,8283.792,?,306,285,1.0,8283.792,1,2,8.308141,306,?,5,35.69497,456.5114,1,138.4072,316.7587,?,32163.78,43,122.2852,0.8301028,124.0651,906.9394,490.4491,?,246.3503,306,3,"12321508",bad
?,?,127,4,1,7,1,3,91.59954,?,?,161.3973,82.71654,1162,12.02589,?,285,282.7918,163.1772,?,1162,?,27.07122,1.0,?,?,856,?,59.33561,8.19775,8283.792,?,306,285,1.0,8283.792,1,2,8.308141,306,?,5,35.69497,456.5114,1,138.4072,316.7587,?,32163.78,43,122.2852,0.8301028,124.0651,906.9394,490.4491,?,246.3503,306,3,"95762354",bad
?,2835,4482,?,1,10,?,4,625.3343,?,4639,740874.6,1306.618,13799,625.3343,?,2481,741526.8,258583.6,2835,13799,?,0.0007402999,-742271.4,?,?,6324,?,625.3343,13.78493,2.099491,?,1485,2481,0.475,-2.099491,2,-1,10.65529,2836,?,6,0.03939083,5449609.0,?,1.436186,741527.0,?,3713880.0,240,620.8358,622.6547,4.526022,5449613.0,742271.4,?,625.3343,2836,4,"82456576",good
?,?,313,297,1,11,1,2,24.39024,?,?,10002.59,268.2684,2596,7.380074,?,1030,40029.18,10003.25,?,2596,?,855.8,-0.0033,?,?,1458,?,12.63586,4.228221,973900.4,?,1138,1030,1.0,973900.4,1,2,4.303925,1138,?,5,2579.546,61060.03,1,30664.55,25254.56,?,336128.8,60,10091.35,202.6742,10092.01,110154.9,40000.0,?,20183.36,1138,2,"82456576",bad
?,?,313,297,1,11,1,2,24.39024,?,?,10002.59,268.2684,2596,7.380074,?,1030,40029.18,10003.25,?,2596,?,855.8,-0.0033,?,?,1458,?,12.63586,4.228221,973900.4,?,1138,1030,1.0,973900.4,1,2,4.303925,1138,?,5,2579.546,61060.03,1,30664.55,25254.56,?,336128.8,60,10091.35,202.6742,10092.01,110154.9,40000.0,?,20183.36,1138,2,"12321508",bad
?,?,313,297,1,11,1,2,24.39024,?,?,10002.59,268.2684,2596,7.380074,?,1030,40029.18,10003.25,?,2596,?,855.8,-0.0033,?,?,1458,?,12.63586,4.228221,973900.4,?,1138,1030,1.0,973900.4,1,2,4.303925,1138,?,5,2579.546,61060.03,1,30664.55,25254.56,?,336128.8,60,10091.35,202.6742,10092.01,110154.9,40000.0,?,20183.36,1138,2,"95762354",bad
?,2486,4291,?,1295,11,?,4,-402.8296,?,4749,61565.83,1295.615,11887,-402.8296,?,2835,62073.03,30000.0,2486,11887,?,0.008882524,-91954.07,?,?,4302,?,497.9248,13.73004,25.19084,?,1299,2835,0.5,-25.19084,2,-1,9.192277,2836,?,6,0.4545542,448244.5,?,7.165538,62063.76,?,4219856.0,240,450.3772,473.5546,47.54759,448311.5,91954.07,?,497.9248,2836,4,"82456576",good
?,2486,4291,?,1295,11,?,4,-402.8296,?,4749,61565.83,1295.615,11887,-402.8296,?,2835,62073.03,30000.0,2486,11887,?,0.008882524,-91954.07,?,?,4302,?,497.9248,13.73004,25.19084,?,1299,2835,0.5,-25.19084,2,-1,9.192277,2836,?,6,0.4545542,448244.5,?,7.165538,62063.76,?,4219856.0,240,450.3772,473.5546,47.54759,448311.5,91954.07,?,497.9248,2836,4,"82456576",good
?,820,1291,?,668,304,?,6,-1.014257,?,2854,385.9372,342.928,5657,0.001939252,?,804,543.131,178.0167,820,5657,?,0.001991484,-507.294,?,?,1981,?,1.0,5.234175,1.637,?,522,804,0.5964912,1.637,2,1,4.318581,822,?,8,0.03905917,1124.558,?,1.394359,403.6798,?,234579.8,57,16.37907,17.56863,-0.0639414,1131.366,507.294,?,16.31502,822,6,"82456576",good
?,42,9,179,162,9,1,8,1.0,?,10442,0.1699271,27.55556,23754,0.006650943,?,42,1.0,0.1712578,42,23754,?,0.08214991,-0.01785615,?,?,10442,?,0.2030578,6.249406,235.7702,?,2870,42,1.0,235.7702,1,2,6.249406,2870,?,8,0.2375354,0.01472875,?,751.5137,1.0,?,1880.642,33,0.4993347,?,0.5006653,13.48267,1.0,?,1.0,2870,8,"82456576",bad
?,42,9,179,162,9,1,8,1.0,?,10442,0.1699271,27.55556,23754,0.006650943,?,42,1.0,0.1712578,42,23754,?,0.08214991,-0.01785615,?,?,10442,?,0.2030578,6.249406,235.7702,?,2870,42,1.0,235.7702,1,2,6.249406,2870,?,8,0.2375354,0.01472875,?,751.5137,1.0,?,1880.642,33,0.4993347,?,0.5006653,13.48267,1.0,?,1.0,2870,8,"12321508",bad
?,42,9,179,162,9,1,8,1.0,?,10442,0.1699271,27.55556,23754,0.006650943,?,42,1.0,0.1712578,42,23754,?,0.08214991,-0.01785615,?,?,10442,?,0.2030578,6.249406,235.7702,?,2870,42,1.0,235.7702,1,2,6.249406,2870,?,8,0.2375354,0.01472875,?,751.5137,1.0,?,1880.642,33,0.4993347,?,0.5006653,13.48267,1.0,?,1.0,2870,8,"95762354",bad
?,127,192,64,72,128,?,6,1.0,?,4879,7.0,53.16667,11550,-2.764133e-08,?,64,63.0,0.9999944,127,11550,?,0.06842689,-2.936464e-06,?,?,4815,?,0.9999985,18.37362,127.0003,?,1856,64,0.8387097,126.9997,1,?,18.37362,1856,?,5,0.2524767,7.937254,?,16421840000.0,8.0,?,3541.361,62,0.5000007,?,0.4999993,13.78405,2.0,?,1.0,1856,6,"82456576",bad
?,127,192,64,72,128,?,6,1.0,?,4879,7.0,53.16667,11550,-2.764133e-08,?,64,63.0,0.9999944,127,11550,?,0.06842689,-2.936464e-06,?,?,4815,?,0.9999985,18.37362,127.0003,?,1856,64,0.8387097,126.9997,1,?,18.37362,1856,?,5,0.2524767,7.937254,?,16421840000.0,8.0,?,3541.361,62,0.5000007,?,0.4999993,13.78405,2.0,?,1.0,1856,6,"12321508",bad
?,127,192,64,72,128,?,6,1.0,?,4879,7.0,53.16667,11550,-2.764133e-08,?,64,63.0,0.9999944,127,11550,?,0.06842689,-2.936464e-06,?,?,4815,?,0.9999985,18.37362,127.0003,?,1856,64,0.8387097,126.9997,1,?,18.37362,1856,?,5,0.2524767,7.937254,?,16421840000.0,8.0,?,3541.361,62,0.5000007,?,0.4999993,13.78405,2.0,?,1.0,1856,6,"95762354",good
?,64,7,128,72,7,?,6,1.0,?,4752,1.385037e-06,20.85714,11360,-7.136383e-08,?,64,1.0,1.385267e-06,64,11360,?,0.06896568,-2.051843e-06,?,?,4752,?,1.0,18.37362,128.0003,?,1856,64,0.7619048,127.9997,1,?,18.37362,1856,?,5,0.2533954,7.724299e-07,?,4359635000.0,1.0,?,1623.878,63,0.5000007,?,0.4999993,11.31371,1.0,?,1.0,1856,6,"82456576",bad
?,64,7,128,72,7,?,6,1.0,?,4752,1.385037e-06,20.85714,11360,-7.136383e-08,?,64,1.0,1.385267e-06,64,11360,?,0.06896568,-2.051843e-06,?,?,4752,?,1.0,18.37362,128.0003,?,1856,64,0.7619048,127.9997,1,?,18.37362,1856,?,5,0.2533954,7.724299e-07,?,4359635000.0,1.0,?,1623.878,63,0.5000007,?,0.4999993,11.31371,1.0,?,1.0,1856,6,"12321508",bad
?,64,7,128,72,7,?,6,1.0,?,4752,1.385037e-06,20.85714,11360,-7.136383e-08,?,64,1.0,1.385267e-06,64,11360,?,0.06896568,-2.051843e-06,?,?,4752,?,1.0,18.37362,128.0003,?,1856,64,0.7619048,127.9997,1,?,18.37362,1856,?,5,0.2533954,7.724299e-07,?,4359635000.0,1.0,?,1623.878,63,0.5000007,?,0.4999993,11.31371,1.0,?,1.0,1856,6,"95762354",bad
?,111,177,?,54,62,?,29,92.31391,?,37589,64.59382,56.49718,77781,-0.0421101,?,111,122.5665,65.04434,111,77781,?,6.155119,-40.56251,?,?,37589,?,92.31391,31.26733,16021.78,?,2603,111,0.9487179,16021.78,9,1,31.26733,2603,?,24,6.630469,0.07097234,?,204.9021,92.31391,?,7417.648,39,46.38867,?,45.92525,584.205,122.5665,?,92.31391,2603,29,"82456576",bad
?,111,177,?,54,62,?,29,92.31391,?,37589,64.59382,56.49718,77781,-0.0421101,?,111,122.5665,65.04434,111,77781,?,6.155119,-40.56251,?,?,37589,?,92.31391,31.26733,16021.78,?,2603,111,0.9487179,16021.78,9,1,31.26733,2603,?,24,6.630469,0.07097234,?,204.9021,92.31391,?,7417.648,39,46.38867,?,45.92525,584.205,122.5665,?,92.31391,2603,29,"95762354",good
?,?,205,1,1,114,1,26,6.0,?,?,132.3885,102.0,145952,6.0,?,204,1050.0,171.128,?,145952,?,6.0,-672.0,?,?,140389,?,6.0,?,33378.0,?,5563,204,0.816092,33378.0,1,2,?,5563,?,16,?,2248.111,1,3.337764,172.7092,?,45118.0,87,83.96644,103.7501,45.33675,2292.22,684.0,?,6.0,5563,26,"82456576",good
?,261,203,?,8,17,?,6,768.4694,?,2009,317.6042,54.84729,4300,2e-06,?,262,3562.153,972.1281,261,4300,?,6.735736e-06,-1789.076,?,?,1625,?,768.4694,7.060698,0.004486,?,666,262,0.7894737,0.004246,2,?,8.060698,666,?,6,8.678049e-06,3760.454,?,1.067812,1086.074,?,7866.178,19,768.4694,?,6.029664e-05,6519.633,1789.076,?,768.4694,666,6,"82456576",good
?,?,424,12,1,29,1,11,39012110.0,?,?,50565990.0,211.5,54730,844.6822,?,423,209042600.0,83286080.0,?,54730,?,1519060.0,-33400760.0,?,?,50026,?,3008.575,17.18651,7145659000.0,?,4704,423,1.0,7145659000.0,1,2,17.64372,4704,?,11,5349842.0,244824400.0,1,3.605757,161798400.0,?,193910.2,40,42638520.0,2239101.0,75342150.0,453239400.0,255077800.0,?,117980700.0,4704,11,"82456576",bad
?,?,424,12,1,29,1,11,39012110.0,?,?,50565990.0,211.5,54730,844.6822,?,423,209042600.0,83286080.0,?,54730,?,1519060.0,-33400760.0,?,?,50026,?,3008.575,17.18651,7145659000.0,?,4704,423,1.0,7145659000.0,1,2,17.64372,4704,?,11,5349842.0,244824400.0,1,3.605757,161798400.0,?,193910.2,40,42638520.0,2239101.0,75342150.0,453239400.0,255077800.0,?,117980700.0,4704,11,"12321508",bad
?,?,424,12,1,29,1,11,39012110.0,?,?,50565990.0,211.5,54730,844.6822,?,423,209042600.0,83286080.0,?,54730,?,1519060.0,-33400760.0,?,?,50026,?,3008.575,17.18651,7145659000.0,?,4704,423,1.0,7145659000.0,1,2,17.64372,4704,?,11,5349842.0,244824400.0,1,3.605757,161798400.0,?,193910.2,40,42638520.0,2239101.0,75342150.0,453239400.0,255077800.0,?,117980700.0,4704,11,"95762354",bad
?,17184,11913,30,33,64,?,22,-0.7323345,?,19636,17.81815,4273.444,399500,-0.7323345,?,10550,34.01184,19.77009,17184,399500,?,0.001888043,-32.32121,?,?,362288,?,1.978082,319.1313,33.18424,?,1698,10550,0.6363636,-26.92391,1,?,319.1317,17576,?,19,0.04315163,248.1469,1,1.073752,19.90825,?,36991990.0,11,2.003587,2.018964,0.02875123,268.6747,32.32121,?,2.030159,17576,22,"82456576",good
?,2836,4487,?,1481,11,?,5,-428.9944,?,4741,740794.8,1307.649,14241,2.919206e-05,?,2481,741299.6,262322.2,2836,14241,?,0.002918432,-742044.3,?,?,6663,?,236.7988,13.80673,8.279591,?,1491,2481,0.5,6.279591,2,?,10.67681,2837,?,6,0.1379239,5390575.0,?,1.07792,741299.9,?,3724492.0,240,491.4961,479.2999,-12.85996,5390577.0,742044.3,?,416.1105,2837,5,"82456576",good
?,16923,14047,?,20,62,?,32,10.79011,?,295835,5.377349,6125.161,553562,0.01697043,?,16914,19.2483,13.05886,16923,553562,?,0.3233018,-19.25025,?,?,240446,?,10.79011,19.79436,5586.979,?,17281,16914,0.4545455,-282.6798,8,?,19.79436,17281,?,23,1.095932,717.4063,?,1.404683,13.06932,?,88469980.0,11,10.40559,7.673855,0.3844921,785.9468,19.25025,?,10.79011,17281,32,"82456576",good
?,554,437,?,504,14,?,6,-430234.4,?,2542,55122.68,319.7757,5970,-40.05685,?,554,568295.4,55130.7,554,5970,?,24811.89,-535039.2,?,?,2542,?,-40.05685,5.028029,21983340.0,?,886,554,?,-21983340.0,3,-2,4.903942,886,?,6,30571.97,483791.9,?,53641.4,458081.0,?,233060.9,69,215113.2,?,-215121.2,1546355.0,535039.2,?,-8.020263,886,6,"82456576",bad
?,554,437,?,504,14,?,6,-430234.4,?,2542,55122.68,319.7757,5970,-40.05685,?,554,568295.4,55130.7,554,5970,?,24811.89,-535039.2,?,?,2542,?,-40.05685,5.028029,21983340.0,?,886,554,?,-21983340.0,3,-2,4.903942,886,?,6,30571.97,483791.9,?,53641.4,458081.0,?,233060.9,69,215113.2,?,-215121.2,1546355.0,535039.2,?,-8.020263,886,6,"12321508",bad
?,554,437,?,504,14,?,6,-430234.4,?,2542,55122.68,319.7757,5970,-40.05685,?,554,568295.4,55130.7,554,5970,?,24811.89,-535039.2,?,?,2542,?,-40.05685,5.028029,21983340.0,?,886,554,?,-21983340.0,3,-2,4.903942,886,?,6,30571.97,483791.9,?,53641.4,458081.0,?,233060.9,69,215113.2,?,-215121.2,1546355.0,535039.2,?,-8.020263,886,6,"95762354",bad
?,53,106,1,8,33,?,10,1.0,?,696,185.8005,26.5,1527,-0.2554274,?,52,293.6449,186.0559,53,1527,?,99.34929,-218.4401,?,?,683,?,1.0,30.1057,14703.69,?,148,52,0.09090909,-14701.69,1,?,30.1057,148,?,9,8.112484,192.7183,?,751.635,192.9561,?,1612.25,22,96.49482,6.501648,-95.49345,1353.129,218.4401,?,1.0,148,10,"82456576",bad
?,53,106,1,8,33,?,10,1.0,?,696,185.8005,26.5,1527,-0.2554274,?,52,293.6449,186.0559,53,1527,?,99.34929,-218.4401,?,?,683,?,1.0,30.1057,14703.69,?,148,52,0.09090909,-14701.69,1,?,30.1057,148,?,9,8.112484,192.7183,?,751.635,192.9561,?,1612.25,22,96.49482,6.501648,-95.49345,1353.129,218.4401,?,1.0,148,10,"12321508",bad
?,53,106,1,8,33,?,10,1.0,?,696,185.8005,26.5,1527,-0.2554274,?,52,293.6449,186.0559,53,1527,?,99.34929,-218.4401,?,?,683,?,1.0,30.1057,14703.69,?,148,52,0.09090909,-14701.69,1,?,30.1057,148,?,9,8.112484,192.7183,?,751.635,192.9561,?,1612.25,22,96.49482,6.501648,-95.49345,1353.129,218.4401,?,1.0,148,10,"95762354",bad
?,554,407,?,504,13,?,6,-430234.4,?,2914,195184.4,347.5676,6858,-38.87955,?,554,568295.4,195190.8,554,6858,?,29211.98,-535039.2,?,?,2914,?,-38.87955,5.028029,30088340.0,?,1030,554,?,-30088340.0,4,-2,4.903942,1030,?,6,32327.42,584806.2,?,66983.52,458081.0,?,264129.8,33,215114.0,78.71575,-215120.4,1846976.0,535039.2,?,-6.423029,1030,6,"82456576",bad
?,554,407,?,504,13,?,6,-430234.4,?,2914,195184.4,347.5676,6858,-38.87955,?,554,568295.4,195190.8,554,6858,?,29211.98,-535039.2,?,?,2914,?,-38.87955,5.028029,30088340.0,?,1030,554,?,-30088340.0,4,-2,4.903942,1030,?,6,32327.42,584806.2,?,66983.52,458081.0,?,264129.8,33,215114.0,78.71575,-215120.4,1846976.0,535039.2,?,-6.423029,1030,6,"12321508",bad
