lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,nnzeros,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared,solver,class,matrix_name,solver_time,default_time,Time Difference,Comparison,SpeedUp
0,100,8,0,0,99,9,1,8,60418.4,0,38612,49994.99,66.22222,87025,0,100,91833.2,49995.3,100,0,0,1683.587,-90.24792,0,0,91878.33,6504.338,424640,0,60147.19,1.096194,16500840,0,87025,9801,100,1,16500840,4,2,1.393384,9801,0,0,8,1,3695.628,9198.523,38612,9,60449.83,0,192461.4,26,0,10920.05,2094.053,30209.04,0,30209.36,424689.8,91923.45,9198.523,60418.4,9801,1.80E+11,32168839,good,t2d_q9_A_43,0.006103,0.006103,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,56403.24,0,38612,46839.73,66.22222,87025,0,100,84463.15,46840.05,100,0,0,1667.223,-12.88893,0,0,84469.6,5965.771,412077.7,0,56403.24,1.096194,16340450,0,87025,9801,100,1,16340450,4,2,1.393384,9801,0,0,8,1,3569.828,8436.874,38612,9,56450.71,0,179674.6,30,0,10920.05,1997.879,28201.46,0,28201.78,412120.8,84476.04,8436.874,56403.24,9801,1.70E+11,32168839,good,t2d_q9_A_44,0.006147,0.006147,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,427.1599,0,38612,345.8087,66.22222,87025,0,100,675.1248,345.8122,100,0,0,9.741228,-2.830544,0,0,0,0,0,0,427.1599,1.192953,95473.78,0,87025,9801,100,1,95473.78,4,2,1.356471,9801,0,0,8,0,22.17429,81.15664,38612,9,427.303,0,122483.7,31,0,10920.05,0,213.5782,0,213.5817,2529.861,676.6892,0,427.1599,9801,0,32168839,good,t2d_q4_A_03,0.006511,0.006511,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,8293.715,0,38612,609.8284,66.22222,87025,0,100,13238.71,6857.033,100,0,0,113.86,-38.3144,0,0,0,0,0,0,8293.715,1.274212,1115942,0,87025,9801,100,1,1115942,4,2,1.425323,9801,0,0,8,0,415.1602,1534.61,38612,9,8296.49,0,1.327588,31,0,10920.05,0,1023.255,0,7270.46,44983.41,13265.9,0,8293.715,9801,0,32168839,good,t2d_q4_A_11,0.006502,0.006502,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,168.1744,0,38612,149.1336,66.22222,87025,0,100,252.8372,149.141,100,0,0,16.40641,-0.029387,0,0,252.8516,15.85492,2506.209,0,168.1744,0.922781,160799.2,0,87025,9801,100,1,160799.2,4,2,0.960462,9801,0,0,8,1,17.39499,22.42224,38612,9,168.1939,0,22468.97,18,0,10920.05,2.68675,84.08345,0,84.09093,2506.259,252.866,22.42224,168.1744,9801,6280832,32168839,good,t2d_q4_A_17,0.006381,0.006381,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,213.1836,0,38612,160.3012,66.22222,87025,0,100,260.3186,160.3087,100,0,0,16.49591,0,0,0,258.1777,16.54953,2542.193,0,213.1836,1.043735,161676.4,0,87025,9801,100,1,161676.4,4,2,1.058807,9801,0,0,8,1,17.76725,23.40448,38612,9,213.213,0,28475.81,22,0,10920.05,2.685525,106.5881,0,106.5955,2542.247,257.337,23.40457,213.1836,9801,6462472,32168839,good,t2d_q4_A_19,0.006317,0.006317,0,0.0 % less time of default solver time,1
0,0,2,0,1,1,3,1,2,78.53615,0,0,3.53E+12,1.5,59990,0,3,3.53E+12,1.18E+12,0,39992,0,1.18E+12,-5889602,0,0,3.53E+12,8.33E+13,2.50E+14,0,39.26807,5.602017,2.36E+16,0,59990,19998,3,1,2.36E+16,1,2,5.602017,19998,0,0,3,0.333356,1.18E+12,1.18E+14,39992,4,3.53E+12,1,1,1,0,10.25,1.18E+12,0,0,39.26746,2.63E+14,3.53E+12,1.18E+14,2.36E+12,19998,5.55E+28,32168839,good,LF10000_E,0.000261,0.000261,0,0.0 % less time of default solver time,1
0,0,4,0,12176,1,1532,0,4,0.27702,0,0,3459.305,15468.15,89087,0,21131,153153.1,3459.305,0,0,0,14.12113,-2784.218,0,0,0,0,0,0,0.204757,17.52817,298407.7,0,89087,21132,21131,0.966667,298407.7,1,0,17.15871,21132,0,0,2,0,1070.495,230.0603,67955,10917,153152.1,1,1.54E+13,60,0,968465000,0,76576.07,0,76576.07,155630,153152.1,0,153152.1,21132,0,32168839,good,c-49,0.000412,0.000412,0,0.0 % less time of default solver time,1
0,0,7,0,6892,1,51,0,7,0.032501,0,0,306.7337,10023.11,93829,0,13205,369568.3,306.7346,0,80623,0,122.0514,-1857,0,0,367670.4,378.148,558499.5,0,0.039366,9.367503,1611811,0,93829,13206,13205,0.965517,1611811,1,0,9.80618,13206,0,0,2,0.140745,4858.476,534.7821,80623,6352,365772.6,1,391321400,58,0,405261900,1897.867,182886.3,0,182886.3,558499.6,365772.6,534.7821,365772.6,13206,3.12E+11,32168839,good,c-45,0.000356,0.000356,0,0.0 % less time of default solver time,1
0,0,4,0,8083,1,140,0,4,0.493024,0,0,120.5636,11243.25,72655,0,14868,2096.167,120.566,0,57742,0,0.479883,-2207.757,0,0,1103.879,319.5914,1229.183,0,0.401273,8,7156.495,0,72655,14913,14868,0.977778,7156.495,1,0,10.04766,14913,0,0,2,0.205258,9.707441,451.9705,57742,7038,1007.854,1,418732.3,90,0,509968400,1103.879,503.9281,0,503.9257,1270.051,2207.757,451.9705,1007.854,14913,1408752,32168839,good,c-46,0.000266,0.000266,0,0.0 % less time of default solver time,1
0,0,7,0,8702,1,630,0,7,0.002416,0,0,459.4059,10958.44,113372,0,14870,375384.1,459.4062,0,98029,0,25.26885,-3071,0,0,375383.6,274.1238,375413.4,0,0.002337,8,387699.9,0,113372,15343,14870,0.973684,387699.9,1,0,9.681241,15343,0,0,2,0.135333,3030.676,387.6696,98029,7668,375383.1,1,1130046000,76,0,485763000,1693.409,187691.5,0,187691.5,375413.5,375383.1,387.6696,375383.1,15343,1.41E+11,32168839,good,c-47,0.000353,0.000353,0,0.0 % less time of default solver time,1
0,0,5,0,5449,1,836,0,5,0.004085,0,0,6986.319,7028.901,55757,0,9627,47878.38,6986.327,0,45988,0,29.94996,-1770.775,0,0,47830.12,335.108,84643.52,0,0.170447,17.95576,292581.1,0,55757,9769,9627,0.980392,292581.1,1,0,16.55665,9769,0,0,2,0.175207,855.8536,473.9143,45988,4993,47781.87,1,6394431,102,0,199868000,885.3874,23890.93,0,23890.93,84644.18,47781.86,473.9143,47781.86,9769,7164413000,32168839,good,c-41,0.000234,0.000234,0,0.0 % less time of default solver time,1
0,0,3,0,5,1,9,1,3,27.67944,0,0,42469.84,4190.584,77057,0,18605,70683.06,44530.64,0,0,0,1634.759,1,0,0,0,0,0,0,18.38534,16.36722,31658750,0,77057,19366,18605,1,31658750,1,2,16.28987,19366,0,0,6,0,4315.354,338343.2,57691,1113,62855.26,1,23.79075,36,0,102453700,0,23484.21,70.22547,25543.81,725857.9,76399.99,0,49028.02,19366,0,32168839,good,bodyy6,0.000354,0.000354,0,0.0 % less time of default solver time,1
0,0,26,0,1,1,30,1,26,6589.855,0,0,19595.43,124.9746,143300,0,191,52852.89,47385.08,0,0,0,7192.823,-10749.2,0,0,0,0,0,0,239.3891,21.59572,39481410,0,143300,5489,191,1,39481410,1,2,21.59572,5489,0,0,17,0,9728.211,434344.3,137811,118,47561.37,1,1.557572,44,0,64932.77,0,9424.333,13898.66,33819.75,996045.3,52847.06,0,26359.42,5489,0,32168839,good,s2rmq4m1,0.000479,0.000479,0,0.0 % less time of default solver time,1
0,0,7,0,4245,1,25,1,7,1,0,0,0,20.10811,77592,0,48,1,0,0,0,0,0.4,0,0,0,0,0,0,0,1,12.5357,4242,0,77592,10605,48,1,4242,1,2,12.5357,10605,0,0,12,0,0.489898,0.000002,66987,37,1,1,75647910000,43,0,1804.9,0,0.5,0,0.5,65.13064,1,0,1,10605,0,32168839,good,ted_B_unscaled,0.000295,0.000295,0,0.0 % less time of default solver time,1
0,435,90,0,0,300,108,1,90,3.554676,0,145517,3.625872,207.3176,294276,0,435,6.137601,3.62638,435,0,0,0.999853,-4.116449,0,0,4.665064,18.32239,61.67684,0,3.554676,21.88374,3241.524,0,294276,3242,435,1,3241.524,24,2,21.88374,3242,0,0,53,1,0.000979,12.17042,145517,721,3.709512,0,7001.199,7,0,99467.42,2.533879,1.77708,0.985378,1.777587,64.34083,6.116449,25.91177,3.554676,3242,3468.323,32168839,good,raefsky1,0.007827,0.007827,0,0.0 % less time of default solver time,1
0,3217,40,0,126,4,165,1,40,488.8148,0,68677,2.95E+13,1437.555,137845,0,2397,3.98E+14,2.96E+13,3217,134443,0,3.63E+12,-4.50E+12,0,0,3.98E+14,6.95E+13,1.83E+15,0,0.243489,32.7151,1.24E+16,0,137845,3402,2397,1,1.24E+16,1,2,32.71392,3402,0,0,23,0.02468,3.12E+13,9.82E+13,65766,3120,3.98E+14,1,2876.779,55,0,1945239,2.49E+13,1.99E+14,16195940000,1.99E+14,1.83E+15,3.98E+14,9.82E+13,3.98E+14,3402,3.35E+30,32168839,good,raefsky6,0.001105,0.001105,0,0.0 % less time of default solver time,1
0,0,34,0,13,1,72,1,34,391.3772,0,0,55160480000,4441.235,674195,0,11786,5.05E+11,1.05E+11,0,0,0,780992000,-2057520,0,0,0,0,0,0,387.3129,18.3202,1.54E+13,0,674195,19779,11786,1,1.54E+13,1,2,18.20671,19779,0,0,22,0,6550897000,4.55E+11,654416,3517,2.12E+11,1,2.747541,84,0,92123780,0,49870480000,843261600,1.07E+11,1.03E+12,2.89E+11,0,1.57E+11,19779,0,32168839,good,raefsky4,0.003524,0.003524,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,213.1836,0,38612,160.9718,66.22222,87025,0,100,260.3186,160.9793,100,0,0,16.49591,0,0,0,0,0,0,0,213.1836,1.043735,161676.4,0,87025,9801,100,1,161676.4,4,2,1.058807,9801,0,0,8,0,17.76725,23.40448,38612,9,213.213,0,28400.68,31,0,10920.05,0,106.5881,0,106.5956,2542.247,257.337,0,213.1836,9801,0,32168839,good,t2d_q9_A_19,0.00645,0.00645,0,0.0 % less time of default solver time,1
0,900,6,0,0,25230,7,1,6,0.208097,0,75552,0.25229,593.2381,177168,0,900,0.337057,0.252342,900,0,0,0.057352,-0.343443,0,0,0.278814,1.189286,10.37216,0,0.208097,6.527448,1494.811,0,177168,26064,900,1,1494.811,4,2,6.527448,26064,0,0,6,1,0.015029,1.681904,75552,21,0.268008,0,3957.661,10,0,870784.1,0.175104,0.10402,0,0.104073,10.44012,0.408421,1.681904,0.208097,26064,106.1673,32168839,good,wang3,0.024596,0.024596,0,0.0 % less time of default solver time,1
0,900,6,0,0,25230,7,1,6,0.088271,0,75564,0.120628,621.3043,177196,0,900,0.172714,0.120687,900,0,0,0.028262,-0.118776,0,0,0.166936,1.462161,5.477362,0,0.088271,10.49759,736.7234,0,177196,26068,900,1,736.7234,4,2,10.49759,26068,0,0,6,1,0.008442,2.067809,75564,23,0.130149,0,1474.289,20,0,932298.8,0.077726,0.044107,0.004261,0.044164,5.669163,0.161158,2.067809,0.088271,26068,27.86357,32168839,good,wang4,0.018522,0.018522,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,60418.4,0,38612,49223.42,66.22222,87025,0,100,91833.2,49223.73,100,0,0,1683.587,-90.24792,0,0,0,0,0,0,60147.19,1.096194,16500840,0,87025,9801,100,1,16500840,4,2,1.393384,9801,0,0,8,0,3695.628,9198.523,38612,9,60449.83,0,192450.7,31,0,10920.05,0,30209.04,0,30209.36,424689.8,91923.45,0,60418.4,9801,0,32168839,good,t2d_q4_A_43,0.006026,0.006026,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,167157.1,0,38612,10485.96,66.22222,87025,0,100,261583.9,132075.6,100,0,0,2530.451,-540.2389,0,0,0,0,0,0,165957,1.103877,24800950,0,87025,9801,100,1,24800950,4,2,1.406217,9801,0,0,8,0,8105.987,30315.3,38612,9,167297.2,0,1.374764,37,0,10920.05,0,22783.74,0,144373.4,886489.6,262124.1,0,167157.1,9801,0,32168839,good,t2d_q4_A_41,0.006019,0.006019,0,0.0 % less time of default solver time,1
0,33784,2,0,25531,83,304,1,2,1,0,35796,13.91799,14124.42,73249,0,8250,2,13.2008,33784,39276,0,0.999824,-246.7492,0,0,125.3745,112.5904,215.6504,0,1,5,33827.05,0,73249,33833,8250,1,33827.05,1,2,5,33833,0,0,5,0.463802,0.005403,159.1792,3620,22793,15.6251,1,8.274896,57,0,99566070,124.3745,0.750404,0.687365,0.956703,243.2728,248.7492,159.2268,1.707107,33833,33828.49,32168839,good,poli4,0.002707,0.002707,0,0.0 % less time of default solver time,1
0,76,27,0,330,10,41,0,27,-4.388506,0,106763,4.438016,57.75926,328323,0,142,9.07655,5.629699,76,0,0,0.693736,-9.769133,0,0,0,0,0,0,2.34854,19.87968,8137.518,0,328323,11730,142,0.291667,-3510.278,1,0,19.87968,11730,0,0,21,0,0.884294,111.6589,209830,54,6.572719,0,4.419455,48,0,11117.28,0,3.904626,2.860905,-1.360614,190.7227,9.769133,0,2.34854,11730,0,32168839,good,inlet,0.000568,0.000568,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,3024.076,0,38612,2360.39,66.22222,87025,0,100,4791.044,2360.397,100,0,0,47.75817,-14.10088,0,0,0,0,0,0,3024.076,1.199713,468077.9,0,87025,9801,100,1,468077.9,4,2,1.354117,9801,0,0,8,0,154.529,560.8396,38612,9,3025.091,0,396406.3,34,0,10920.05,0,1512.034,8.162151,1512.042,16893.64,4801.066,0,3024.076,9801,0,32168839,good,t2d_q4_A_12,0.006477,0.006477,0,0.0 % less time of default solver time,1
0,16122,3,0,1651,5,34,0,3,-10,0,24685,1.00E+12,4871.523,75167,0,16121,1.00E+12,300158.1,16122,0,0,380.5934,-1.00E+12,0,0,0,0,0,0,1,48.35862,7971149,0,75167,20944,16121,0.504167,-60563.49,1,0,48.35862,20944,0,0,8,0,3529.033,2.00E+12,29538,13235,1.00E+12,1,1125.627,240,0,61004240,0,300158.4,545.3562,-0.212847,2.00E+12,1.00E+12,0,300158.2,20944,0,32168839,good,xingo3012,0.000704,0.000704,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,21203.13,0,38612,1696.718,66.22222,87025,0,100,33713.19,16305.67,100,0,0,281.0425,-77.24861,0,0,0,0,0,0,21203.13,1.208104,2754498,0,87025,9801,100,1,2754498,4,2,1.349296,9801,0,0,8,0,1037.492,3945.856,38612,9,21210.63,0,1.451379,33,0,10920.05,0,3297.087,52.36234,17906.04,112253.4,33784.25,0,21203.13,9801,0,32168839,good,t2d_q9_A_21,0.006548,0.006548,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,1152.13,0,38612,948.8753,66.22222,87025,0,100,1743.923,948.8962,100,0,0,66.85659,-0.001237,0,0,0,0,0,0,1152.13,0.964094,655261.4,0,87025,9801,100,1,655261.4,4,2,1.071613,9801,0,0,8,0,99.6103,161.2753,38612,9,1152.457,0,55273.51,25,0,10920.05,0,576.0546,0,576.0755,12565.5,1743.924,0,1152.13,9801,0,32168839,good,t2d_q9_A_27,0.006326,0.006326,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,26.49265,0,38612,23.77412,66.22222,87025,0,100,39.41596,23.77764,100,0,0,5.389935,-0.047725,0,0,39.43164,2.209398,638.1002,0,26.469,0.91895,52826.76,0,87025,9801,100,1,52826.76,4,2,0.932924,9801,0,0,8,1,2.821983,3.12456,38612,9,26.49379,0,7523.403,18,0,10920.05,0.37315,13.24456,0,13.24809,638.104,39.44732,3.12456,26.49265,9801,407167,32168839,good,t2d_q9_A_07,0.006516,0.006516,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,1248.136,0,38612,1087.376,66.22222,87025,0,100,1895.947,1087.397,100,0,0,67.16301,-1.584734,0,0,1896.739,124.0106,12752.71,0,1242.568,0.964094,658264.6,0,87025,9801,100,1,658264.6,4,2,1.071613,9801,0,0,8,1,101.5841,175.3775,38612,9,1248.471,0,59879.56,18,0,10920.05,31.14339,624.0574,0,624.0783,12753.31,1897.531,175.3775,1248.136,9801,162616200,32168839,good,t2d_q9_A_25,0.00634,0.00634,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,1767.46,0,38612,1518.747,66.22222,87025,0,100,2710.358,1518.768,100,0,0,70.01528,-3.930967,0,0,2712.319,192.1912,14375.95,0,1754.239,0.968866,686219.8,0,87025,9801,100,1,686219.8,4,2,1.071601,9801,0,0,8,1,118.2158,271.7994,38612,9,1768.191,0,84801.77,34,0,10920.05,61.55651,883.7198,0,883.7407,14377.24,2714.281,271.7994,1767.46,9801,206631100,32168839,good,t2d_q9_A_24,0.006349,0.006349,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,254.2017,0,38612,215.3918,66.22222,87025,0,100,388.2367,215.3993,100,0,0,16.83003,-0.718011,0,0,388.5107,26.30622,2707.927,0,253.1138,0.963853,164951.1,0,87025,9801,100,1,164951.1,4,2,1.012551,9801,0,0,8,1,19.62649,37.20261,38612,9,254.2823,0,33970.96,16,0,10920.05,7.955323,127.0971,0,127.1046,2708.055,388.7847,37.20261,254.2017,9801,7332177,32168839,good,t2d_q4_A_15,0.00636,0.00636,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,1158.432,0,38612,954.3561,66.22222,87025,0,100,1819.361,954.3635,100,0,0,25.71866,-5.197597,0,0,1821.207,149.5215,6994.325,0,1158.432,1.115002,252068.6,0,87025,9801,100,1,252068.6,4,2,1.257349,9801,0,0,8,1,61.83317,211.4346,38612,9,1158.82,0,155824.7,22,0,10920.05,55.64845,579.2124,0,579.2198,6995.923,1823.054,211.4554,1158.432,9801,48898230,32168839,good,t2d_q4_A_13,0.006342,0.006342,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,69.74651,0,38612,58.61523,66.22222,87025,0,100,107.8268,58.61871,100,0,0,5.686379,-0.386228,0,0,107.9341,8.1927,744.4048,0,69.74651,1.027002,55732.2,0,87025,9801,100,1,55732.2,4,2,1.144468,9801,0,0,8,1,4.263614,11.58623,38612,9,69.76946,0,20002.43,20,0,10920.05,3.02565,34.87151,0,34.875,744.4499,108.0414,11.58623,69.74651,9801,554071.4,32168839,good,t2d_q4_A_05,0.0066,0.0066,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,3.014252,0,38612,4.165618,66.22222,87025,0,100,5.333333,4.167591,100,0,0,2.670931,0,0,0,0,0,0,0,0.001973,1.034632,26177.8,0,87025,9801,100,1,26177.8,4,2,1.034632,9801,0,0,8,0,0.03599,0.035754,38612,9,4.357874,0,2208.528,12,0,10920.05,0,2.178044,0,2.180018,280.263,5.333333,0,4.358062,9801,0,32168839,good,t2d_q4_A_01,0.00648,0.00648,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,24.9464,0,38612,22.15812,66.22222,87025,0,100,36.66171,22.16161,100,0,0,5.385248,-0.005284,0,0,0,0,0,0,24.94597,0.908476,52780.81,0,87025,9801,100,1,52780.81,4,2,0.919111,9801,0,0,8,0,2.801852,2.946363,38612,9,24.94704,0,7148.292,19,0,10920.05,0,12.47147,0,12.47496,636.7134,36.66564,0,24.9464,9801,0,32168839,good,t2d_q4_A_08,0.006542,0.006542,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,180.9453,0,38612,157.7661,66.22222,87025,0,100,273.16,157.7736,100,0,0,16.44538,-0.240919,0,0,273.2677,17.02961,2524.918,0,180.4886,0.923498,161181.1,0,87025,9801,100,1,161181.1,4,2,0.960462,9801,0,0,8,1,17.60646,24.08351,38612,9,180.9743,0,24106.41,18,0,10920.05,3.583405,90.46891,0,90.47641,2524.975,273.3755,24.08351,180.9453,9801,6374920,32168839,good,t2d_q4_A_16,0.006341,0.006341,0,0.0 % less time of default solver time,1
0,3975,14,0,0,1,37,1,14,0.097553,0,21600,0,2154.625,61166,0,3975,49.42937,0,3975,0,0,0.042376,-168.0347,0,0,0,0,0,0,0.097553,6.153075,183.3172,0,61166,4326,3975,1,183.3172,7,2,6.15286,4326,0,0,7,0,0.048931,1107.239,35240,7251,0,0,71.7098,35,0,10510390,0,0.075659,1.527114,0.096998,1119.976,168.3803,0,0.172671,4326,0,32168839,good,viscoplastic1,0.012969,0.012969,0,0.0 % less time of default solver time,1
0,0,17,0,45,1,185,1,17,11.03475,0,0,1.216106,1102.48,102265,0,2283,21.61641,4.597247,0,0,0,10.90713,-1.537311,0,0,0,0,0,0,10.99224,16.66971,62639.65,0,102265,5743,2283,1,62639.65,1,2,16.6707,5743,0,0,27,0,0.216186,271.5195,96522,2195,18.25911,1,2.942074,49,0,5273675,0,5.625268,2.871154,11.41663,870.1782,22.01876,0,11.16427,5743,0,32168839,good,SiNa,0.000316,0.000316,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,8015.201,0,38612,6869.804,66.22222,87025,0,100,12100.23,6869.878,100,0,0,319.3145,-0.009833,0,0,12100.23,822.8775,69872.26,0,8015.201,1.041705,3129602,0,87025,9801,100,1,3129602,4,2,1.258432,9801,0,0,8,1,586.2731,1163.724,38612,9,8019.597,0,108505.2,22,0,10920.05,237.8232,4007.564,0,4007.638,69877.11,12100.24,1163.724,8015.201,9801,4881456000,32168839,good,t2d_q9_A_36,0.00625,0.00625,0,0.0 % less time of default solver time,1
0,100,8,0,0,99,9,1,8,10710.15,0,38612,7376.661,66.22222,87025,0,100,13314.43,7376.735,100,0,0,322.1819,0,0,0,13117.79,887.8414,71865.19,0,10710.15,1.051774,3157705,0,87025,9801,100,1,3157705,4,2,1.258432,9801,0,0,8,1,605.7066,1255.583,38612,9,10714.88,0,145013.8,20,0,10920.05,237.8247,5355.036,0,5355.11,71870.67,12921.16,1255.597,10710.15,9801,5163817000,32168839,good,t2d_q9_A_37,0.006268,0.006268,0,0.0 % less time of default solver time,1
0,0,5,0,19997,1,126,0,5,0.004701,0,0,933.5663,28475.76,221515,0,37774,84608.88,933.5729,0,183682,0,4.05241,-4230.042,0,0,78653.51,768.729,76291.42,0,0.220217,19.83686,153314.8,0,221515,37833,37774,0.974026,153314.8,1,0,18.2338,37833,0,0,2,0.170792,392.1887,1087.147,183682,18276,72699.57,1,11026330,77,0,3271807000,5955.367,36349.07,0,36349.07,76295.3,72698.14,1087.147,72698.14,37833,5819790000,32168839,good,c-57,0.000714,0.000714,0,0.0 % less time of default solver time,1
0,0,5,0,19923,1,1410,0,5,0.019858,0,0,1545.535,26578.7,208405,0,35815,120696,2081.079,0,0,0,24.0882,-7244.933,0,0,0,0,0,0,0.334839,18.97533,865007.1,0,208405,35910,35815,1,865007.1,1,0,17.60487,35910,0,0,2,0,1563.548,670.964,172495,16634,120695,1,225.3689,89,0,2853539000,0,60079.75,0,60615.29,296327.2,120695,0,120695,35910,0,32168839,good,c-56,0.000701,0.000701,0,0.0 % less time of default solver time,1
0,0,6,0,17664,1,1702,0,6,8.516832,0,0,689710.9,23666.59,211743,0,31755,182553400,689710.9,0,179950,0,6384.915,-5639.013,0,0,182553400,500.5266,182712500,0,9.912641,30.76654,202995600,0,211743,31793,31755,1,202995600,1,0,30.3247,31793,0,0,2,0.150149,1024694,707.8515,179950,15211,182553400,1,2.40E+11,90,0,2262887000,2819.506,91276690,0,91276690,182712500,182553400,707.8515,182553400,31793,3.34E+16,32168839,good,c-54,0.000668,0.000668,0,0.0 % less time of default solver time,1
0,0,6,0,16292,1,362,0,6,0.005995,0,0,769.8474,22713.02,201224,0,30229,5362.887,806.6983,0,0,0,1.507495,-4528.481,0,0,0,0,0,0,0.072415,27.4413,45579.1,0,201224,30235,30229,1,45579.1,1,0,27.33239,30235,0,0,2,0,47.89656,903.0472,170989,14655,5361.887,1,145.5021,101,0,2082094000,0,2662.518,0,2699.369,8381.272,5361.887,0,5361.887,30235,0,32168839,good,c-53,0.000794,0.000794,0,0.0 % less time of default solver time,1
0,0,4,0,13660,1,1714,0,4,6.336759,0,0,117732.9,17562.99,113332,0,23947,1.94E+15,117733,0,0,0,91887230000,-3762.632,0,0,0,0,0,0,1.216704,18.08109,2.20E+15,0,113332,23948,23947,0.989011,2.20E+15,1,0,16.85768,23948,0,0,2,0,1.26E+13,585.1607,89384,12471,1.94E+15,1,1.79E+16,91,0,1247863000,0,9.72E+14,0,9.72E+14,1.95E+15,1.94E+15,0,1.94E+15,23948,0,32168839,good,c-52,0.000415,0.000415,0,0.0 % less time of default solver time,1
0,0,4,0,13321,1,1570,0,4,0.684234,0,0,1994.878,17111.48,113123,0,23195,5304.473,1994.878,0,0,0,3.699098,-3218.805,0,0,0,0,0,0,0.175957,19.62762,85804.27,0,113123,23196,23195,0.979381,85804.27,1,0,16.55665,23196,0,0,2,0,90.20227,424.6667,89927,11994,5303.473,1,5.36E+11,97,0,1184151000,0,2651.737,0,2651.737,13756.12,5303.473,0,5303.473,23196,0,32168839,good,c-51,0.000402,0.000402,0,0.0 % less time of default solver time,1
0,0,4,0,12602,1,1510,0,4,0.002006,0,0,1196.11,16272.73,108013,0,22290,265860.7,1291.01,0,0,0,17.62358,-2645.109,0,0,0,0,0,0,0.066307,17.52817,394785.7,0,108013,22401,22290,1,394785.7,1,0,16.55665,22401,0,0,2,0,1799.293,210.346,85612,11346,265859.7,1,2801.486,98,0,1070735000,0,132882.4,0,132977.3,269312.6,265859.7,0,265859.7,22401,0,32168839,good,c-50,0.000557,0.000557,0,0.0 % less time of default solver time,1
0,0,2,0,3,1,3,1,2,15704860000,0,0,0,2.5,49980,0,5,4.42E+13,1.47E+13,0,0,0,7.36E+12,-147210100,0,0,0,0,0,0,1963.207,5.300943,1.47E+17,0,49980,19994,5,0,1.47E+17,1,2,5.300943,19994,0,0,3,0,1.27E+13,1.04E+15,29986,6,4.41E+13,1,0,0,0,27.91667,0,0,0,0,2.33E+15,4.42E+13,0,2.94E+13,19994,0,32168839,good,LFAT5000,0.000306,0.000306,0,0.0 % less time of default solver time,1
0,77,10,0,1,8,27,0,10,-776.555,0,1443,0,38.92994,3182,0,76,1181.675,0,77,0,0,398.9132,-867.4861,0,0,0,0,0,0,1,29.50364,122865.3,0,3182,308,76,0.166667,-122863.3,1,0,29.50364,308,0,0,8,0,22.71974,1014.54,1431,157,0,0,3155.546,18,0,3396.447,0,388.7708,19.99379,-387.7708,7816.935,867.4861,0,1,308,0,32168839,good,cz308,0.000339,0.000339,0,0.0 % less time of default solver time,1
