NumRows, NumCols, MinNNZperRow, RowVariance, ColVariance, DiagVariance, Nonzeros, FrobeniusNorm, SymmetricFrobeniusNorm, AntiSymmetricFrobeniusNorm, OneNorm, InfinityNorm, SymmetricInfinityNorm, AntiSymmetricInfinityNorm, MaxNNZperRow, Trace, AbsTrace, MinNNZperRow, AvgNNZperRow, DummyRows, DummyRowsKind, NumericValueSymmetry1, NNZPatternSymmetry1, NumericValueSymmetry2, NNZPatternSymmetry2, RowDiagDominance, ColDiagDominancy, DiagAverage, DiagSign, DiagNNZ, LowerBW, UpperBW, RowLogValSpread, ColLogValSpread, Symmetric, Name
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.5787E-14, 89.1945, 89.1945, 89.1945, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_7_1.mat
20002, 20002, 4, 0.284968, 0.284968, 884.193, 120004, 6489.25, 6489.25, 1.57878E-14, 89.1944, 89.1944, 89.1944, 1.44329E-15, 6, 684249, 684249, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 34.209, 2, 20002, 3, 3, 16.8573, 16.8573, 1, direct_order6_test_13_8_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.0831E-13, 249.007, 249.007, 249.007, 4.44089E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_2_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.08278E-13, 249.007, 249.007, 249.007, 3.55271E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_3_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.08258E-13, 249.007, 249.007, 249.007, 3.55271E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_4_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.0829E-13, 249.007, 249.007, 249.007, 3.55271E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_5_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.08283E-13, 249.007, 249.007, 249.007, 3.55271E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_6_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.08329E-13, 249.007, 249.007, 249.007, 4.44089E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_7_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.08286E-13, 249.007, 249.007, 249.007, 4.44089E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_8_1.mat
20002, 20002, 4, 1.61113, 1.61113, 6473.22, 120004, 17390, 17390, 2.08295E-13, 249.007, 249.007, 249.007, 4.44089E-15, 6, 1.74266E+06, 1.74266E+06, 4, 5, 0, 0, 0, 0, 1, 1, 0, 0, 87.1245, 2, 20002, 3, 3, 16.6737, 16.9747, 1, direct_order4_test_9_9_1.mat
